"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=EUR&show=class,timebins,acconly"
"Access Time","Thu 2021-07-01 18:01:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","EUR"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class,timebins,acconly"
"Elapsed Time","2.17"
"Records Found","12426"
"Records Returned","12426"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","time_bins"
"745921","occ","","","67163","Cricetodon jumaensis","species","120652","MN 7 + 8","","12.75","11.1","26891","Chordata","Mammalia","Rodentia","Muridae","Cricetodon","Serravallian"
"745922","occ","","","67161","Cricetodon jumaensis","species","120652","MN 7 + 8","","12.75","11.1","26891","Chordata","Mammalia","Rodentia","Muridae","Cricetodon","Serravallian"
"745923","occ","","","67165","Cricetodon jumaensis","species","120652","MN 7 + 8","","12.75","11.1","26891","Chordata","Mammalia","Rodentia","Muridae","Cricetodon","Serravallian"
"748806","occ","","","69435","Karydomys boskosi","species","120894","MN 4","","16.9","15.97","12482","Chordata","Mammalia","Rodentia","Cricetidae","Karydomys","Burdigalian"
"750375","occ","","","35313","Crusafontina vandeweerdi","species","121372","Turolian","","8.7","5.333","11139","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Crusafontina","Messinian"
"751056","occ","","","80363","Lissodelphis fockii","species","69235","Serravallian","","13.82","11.62","27014","Chordata","Mammalia","Cetacea","Delphinidae","Lissodelphis","Serravallian"
"751335","occ","","","35531","Palaeosinopa russelli","species","121669","Early Eocene","","55.8","48.6","27042","Chordata","Mammalia","Cimolesta","Pantolestidae","Palaeosinopa","Ypresian"
"751338","occ","","","80394","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751339","occ","","","80395","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751340","occ","","","80396","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751341","occ","","","80397","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751342","occ","","","80398","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751343","occ","","","80399","Metaxytherium serresii","species","65034","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751344","occ","","","80400","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751346","occ","","","80401","Metaxytherium medium","species","53119","Miocene","","23.03","5.333","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","-"
"751347","occ","","","80402","Metaxytherium medium","species","53119","Tortonian","","11.62","7.246","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Tortonian"
"751348","occ","","","80403","Metaxytherium medium","species","53119","Middle Miocene","","15.97","11.608","27050","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Serravallian"
"751914","occ","","","80539","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","27080","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Zanclean"
"751983","occ","","","35531","Plagioctenodon dormaalensis","species","122077","Early Eocene","","55.8","48.6","27088","Chordata","Mammalia","NO_ORDER_SPECIFIED","Nyctitheriidae","Plagioctenodon","Ypresian"
"752011","occ","","","48660","Squalodon grateloupii","species","63728","Burdigalian","","20.44","15.97","27089","Chordata","Mammalia","Cetacea","Squalodontidae","Squalodon","Burdigalian"
"752083","occ","","","35531","Wyonycteris richardi","species","122136","Early Eocene","","55.8","48.6","27091","Chordata","Mammalia","NO_ORDER_SPECIFIED","Nyctitheriidae","Wyonycteris","Ypresian"
"752815","occ","26872","","80609","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Zanclean"
"752816","occ","20589","","80610","Eschrichtioides gastaldii","species","68449","Zanclean","Piacenzian","5.333","2.588","27099","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtioides","Zanclean"
"752919","occ","","","80622","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","27125","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Holocene"
"752920","occ","","","80623","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","14621","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Holocene"
"752928","occ","","","80624","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","27125","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Holocene"
"752942","occ","","","80625","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","27125","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Holocene"
"752943","occ","","","80626","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","27125","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Holocene"
"755129","occ","26871","","80849","Metaxytherium subapenninum","species","65036","Zanclean","","5.333","3.6","41533","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Zanclean"
"764800","occ","","","81667","Palaeotaria henriettae","species","126939","Chattian","","28.1","23.03","10123","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Palaeotaria","Chattian"
"764804","occ","","","58419","Erignathus barbatus","species","98704","Middle Pleistocene","","0.781","0.126","10123","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Middle Pleistocene"
"764805","occ","","","77745","Phoca (Phoca) moori","species","126959","Piacenzian","","3.6","2.588","10123","Chordata","Mammalia","Carnivora","Phocidae","Phoca (Phoca)","Piacenzian"
"764806","occ","","","81669","Praepusa vindobonensis","species","80923","Late Miocene","","11.608","5.333","10123","Chordata","Mammalia","Carnivora","Phocidae","Praepusa","Tortonian"
"764836","occ","","","81672","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764837","occ","","","81673","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764838","occ","","","81674","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764839","occ","","","81675","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764840","occ","","","81676","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764841","occ","","","81677","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764842","occ","","","81678","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764843","occ","","","81679","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Late Pleistocene"
"764844","occ","","","81680","Ursus maritimus","species","52609","Holocene","","0.0117","0","27585","Chordata","Mammalia","Carnivora","Ursidae","Ursus","Holocene"
"766572","occ","","","81815","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766583","occ","","","81817","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766594","occ","","","81818","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766595","occ","","","81819","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766597","occ","","","81821","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766608","occ","","","81822","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766615","occ","","","81823","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"766653","occ","","","81673","Pagophilus groenlandica","species","104977","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus","Late Pleistocene"
"766702","occ","","","81836","Phoca hispida","species","105014","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Late Pleistocene"
"766703","occ","","","81837","Phoca hispida","species","105014","Late Pleistocene","","0.126","0.0117","27585","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Late Pleistocene"
"766705","occ","","","81839","Balaena mysticetus","species","64683","Holocene","","0.0117","0","27585","Chordata","Mammalia","Cetacea","Balaenidae","Balaena","Holocene"
"768359","occ","","","82091","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","27684","Chordata","Mammalia","Cetacea","Delphinidae","Lagenodelphis","Holocene"
"770672","occ","","","82524","Odobenus rosmarus","species","72267","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Carnivora","Odobenidae","Odobenus","Late Pleistocene"
"770673","occ","","","53897","Pagophilus groenlandica","species","104977","Calabrian","","1.806","0.781","27789","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus","Calabrian"
"770674","occ","","","53897","Tursiops truncatus","species","102834","Calabrian","","1.806","0.781","27789","Chordata","Mammalia","Cetacea","Delphinidae","Tursiops","Calabrian"
"770687","occ","","","82528","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Cetacea","Monodontidae","Delphinapterus","Late Pleistocene"
"770711","occ","","","82530","Odobenus rosmarus","species","72267","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Carnivora","Odobenidae","Odobenus","Late Pleistocene"
"770712","occ","","","82530","Pagophilus groenlandica","species","104977","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Carnivora","Phocidae","Pagophilus","Late Pleistocene"
"770715","occ","","","82530","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Cetacea","Monodontidae","Delphinapterus","Late Pleistocene"
"770716","occ","","","82530","Eschrichtius robustus","species","64488","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Late Pleistocene"
"770731","occ","","","82533","Erignathus barbatus","species","98704","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Carnivora","Phocidae","Erignathus","Late Pleistocene"
"770732","occ","","","82533","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","27789","Chordata","Mammalia","Cetacea","Monodontidae","Delphinapterus","Late Pleistocene"
"781876","occ","","","84232","Septemtriocetus bosselaersi","species","133842","Piacenzian","","3.6","2.588","28212","Chordata","Mammalia","Cetacea","Phocoenidae","Septemtriocetus","Piacenzian"
"782137","occ","","","84262","Metaxytherium krahuletzi","species","65030","Burdigalian","","20.44","15.97","28231","Chordata","Mammalia","Sirenia","Dugongidae","Metaxytherium","Burdigalian"
"782801","occ","","","84364","Amphiperatherium exile","species","134143","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Marsupialia","Herpetotheriidae","Amphiperatherium","Chattian"
"782803","occ","","","84364","Quercysorex ulmensis","species","108589","MP 30","","28.4","23.03","28268","Chordata","Mammalia","NO_ORDER_SPECIFIED","Heterosoricidae","Quercysorex","Chattian"
"782806","occ","","","84364","Ulmensia antecedens","species","108720","MP 30","","28.4","23.03","28268","Chordata","Mammalia","NO_ORDER_SPECIFIED","Soricidae","Ulmensia","Chattian"
"782807","occ","","","84364","Paratalpa micheli","species","93604","MP 30","","28.4","23.03","28268","Chordata","Mammalia","NO_ORDER_SPECIFIED","Talpidae","Paratalpa","Chattian"
"782812","occ","","","84364","Percymygale minor","species","93352","MP 30","","28.4","23.03","28268","Chordata","Mammalia","NO_ORDER_SPECIFIED","Talpidae","Percymygale","Chattian"
"782813","occ","","","84364","Myxomygale antiqua","species","92170","MP 30","","28.4","23.03","28268","Chordata","Mammalia","NO_ORDER_SPECIFIED","Talpidae","Myxomygale","Chattian"
"782816","occ","","","84364","Palaeosciurus goti","species","348702","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Chattian"
"782819","occ","","","84364","Blackia miocaenica","species","64165","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Sciuridae","Blackia","Chattian"
"782820","occ","","","84364","Bransatoglis fugax","species","105361","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Chattian"
"782821","occ","","","84364","Glirudinus glirulus","species","131731","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"782822","occ","","","84364","Microdyromys monspeliensis","species","101108","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"782823","occ","","","84364","Peridyromys murinus","species","131924","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"782826","occ","","","84364","Plesiosminthus winistoerferi","species","359130","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Zapodidae","Plesiosminthus","Chattian"
"782827","occ","","","84364","Rhodanomys hugueneyae","species","101181","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Eomyidae","Rhodanomys","Chattian"
"782828","occ","","","84364","Rhodanomys transiens","species","101183","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Eomyidae","Rhodanomys","Chattian"
"782830","occ","","","84364","Eomyodon mayoi","species","101185","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Eomyidae","Eomyodon","Chattian"
"782832","occ","","","84364","Eucricetodon collatum","species","118897","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon","Chattian"
"782833","occ","","","84364","Eucricetodon longidens","species","101109","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon","Chattian"
"782834","occ","","","84364","Pseudocricetodon thaleri","species","118393","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon","Chattian"
"782835","occ","","","84364","Adelomyarion vireti","species","101111","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Cricetidae","Adelomyarion","Chattian"
"782836","occ","","","84364","Melissiodon quercyi","species","118453","MP 30","","28.4","23.03","28268","Chordata","Mammalia","Rodentia","Cricetidae","Melissiodon","Chattian"
"782899","occ","","","84373","Balaena mysticetus","species","64683","Holocene","","0.0117","0","28274","Chordata","Mammalia","Cetacea","Balaenidae","Balaena","Holocene"
"784279","occ","","","36132","Crivadiatherium iliescui","species","347362","Middle Eocene","","48.6","37.2","28331","Chordata","Mammalia","Embrithopoda","Arsinoitheriidae","Crivadiatherium","Lutetian"
"785011","occ","","","24201","Europolemur klatti","species","135231","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Primates","Notharctidae","Europolemur","Lutetian"
"785013","occ","","","24201","Eurohippus parvulus","species","67497","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Eurohippus","Lutetian"
"785014","occ","","","24201","Propalaeotherium voigti","species","63801","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Propalaeotherium","Lutetian"
"785015","occ","","","24201","Palaeotherium isselanum","species","135286","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Palaeotherium","Lutetian"
"785016","occ","","","24201","Plagiolophus codiciensis","species","135288","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Plagiolophus","Lutetian"
"785017","occ","","","24201","Palaeotherium castrense","species","135290","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Palaeotheriidae","Palaeotherium","Lutetian"
"785018","occ","","","24201","Lophiodon leptorhynchum","species","135291","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Perissodactyla","Lophiodontidae","Lophiodon","Lutetian"
"785019","occ","","","24201","Lutzia eckfeldensis","species","135249","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Dichobunidae","Lutzia","Lutetian"
"785020","occ","","","24201","Hyperdichobune hammeli","species","53723","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Dichobunidae","Hyperdichobune","Lutetian"
"785021","occ","","","24201","Neufferia manderscheidi","species","135292","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Dichobunidae","Neufferia","Lutetian"
"785022","occ","","","24201","Cebochoerus ruetimeyeri","species","135293","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Cebochoeridae","Cebochoerus","Lutetian"
"785023","occ","","","24201","Gervachoerus jaegeri","species","135295","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Cebochoeridae","Gervachoerus","Lutetian"
"785024","occ","","","24201","Haplobunodon solodurense","species","135297","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Artiodactyla","Choeropotamidae","Haplobunodon","Lutetian"
"785025","occ","","","24201","Ailuravus picteti","species","135298","MP 13","","48.6","40.4","28398","Chordata","Mammalia","Rodentia","Ischyromyidae","Ailuravus","Lutetian"
"785351","occ","","","84655","Prototherium veronense","species","65038","Late Eocene","","37.2","33.9","28392","Chordata","Mammalia","Sirenia","Dugongidae","Prototherium","Priabonian"
"786113","occ","","","84793","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","28452","Chordata","Mammalia","Chiroptera","NO_FAMILY_SPECIFIED","Archaeopteropus","Rupelian"
"786937","occ","","","67108","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","18166","Chordata","Mammalia","Cetacea","Delphinidae","Hemisyntrachelus","Zanclean"
"786938","occ","","","84944","Tursiops brochii","species","87357","Piacenzian","","3.6","2.588","24153","Chordata","Mammalia","Cetacea","Delphinidae","Tursiops","Piacenzian"
"786941","occ","","","84945","Physeterula dubusi","species","64464","Miocene","","23.03","5.333","23603","Chordata","Mammalia","Cetacea","Physeteridae","Physeterula","-"
"786942","occ","","","84946","Lissodelphis fockii","species","69235","Neogene","","23.03","2.588","28509","Chordata","Mammalia","Cetacea","Delphinidae","Lissodelphis","-"
"786943","occ","","","84947","Delphinodon carniolicus","species","68809","Langhian","","15.97","13.82","15273","Chordata","Mammalia","Cetacea","Kentriodontidae","Delphinodon","Langhian"
"786946","occ","","","84949","Heterodelphis croatica","species","68810","Sarmatian","","12.7","11.608","15273","Chordata","Mammalia","Cetacea","Kentriodontidae","Heterodelphis","Serravallian"
"786947","occ","","","84949","Mesocetus agrami","species","69125","Sarmatian","","12.7","11.608","15446","Chordata","Mammalia","Cetacea","Tranatocetidae","Mesocetus","Serravallian"
"787228","occ","","","47080","Pachyacanthus suessii","species","64470","Sarmatian","","12.7","11.608","11981","Chordata","Mammalia","Cetacea","Platanistidae","Pachyacanthus","Serravallian"
"787332","occ","","","57731","Hemisyntrachelus cortesii","species","64535","Zanclean","Piacenzian","5.333","2.588","19618","Chordata","Mammalia","Cetacea","Delphinidae","Hemisyntrachelus","Zanclean"
"787342","occ","","","85022","Hemisyntrachelus cortesii","species","64535","Zanclean","","5.333","3.6","15407","Chordata","Mammalia","Cetacea","Delphinidae","Hemisyntrachelus","Zanclean"
"787343","occ","","","76977","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","15407","Chordata","Mammalia","Cetacea","Delphinidae","Hemisyntrachelus","Zanclean"
"787344","occ","","","71101","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","15407","Chordata","Mammalia","Cetacea","Delphinidae","Hemisyntrachelus","Piacenzian"
"787347","occ","","","85023","Schizodelphis compressus","species","69735","Late Miocene","","11.608","5.333","13952","Chordata","Mammalia","Cetacea","Eurhinodelphinidae","Schizodelphis","Tortonian"
"787555","occ","","","57780","Schizodelphis planus","species","72079","Burdigalian","","20.44","15.97","12784","Chordata","Mammalia","Cetacea","Eurhinodelphinidae","Schizodelphis","Burdigalian"
"787584","occ","","","47465","Xiphiacetus cristatus","species","64644","Late Miocene","Late Pliocene","11.608","2.588","12768","Chordata","Mammalia","Cetacea","Eurhinodelphinidae","Xiphiacetus","-"
"787587","occ","","","57780","Hoplocetus crassidens","species","64696","Burdigalian","","20.44","15.97","24709","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Hoplocetus","Burdigalian"
"787588","occ","","","81668","Hoplocetus crassidens","species","64696","Langhian","","15.97","13.82","24709","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Hoplocetus","Langhian"
"787593","occ","","","56693","Hoplocetus curvidens","species","69223","Zanclean","","5.333","3.6","28567","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Hoplocetus","Zanclean"
"787639","occ","","","85069","Scaldicetus grandis","species","64626","Miocene","","23.03","5.333","18970","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Scaldicetus","-"
"787640","occ","","","85022","Scaldicetus minor","species","69616","Zanclean","","5.333","3.6","13952","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Scaldicetus","Zanclean"
"787651","occ","","","47425","Delphinus baltringii","species","71779","Burdigalian","","20.44","15.97","12324","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus","Burdigalian"
"787652","occ","","","75264","Delphinus delannoy","species","100473","Serravallian","","13.82","11.62","24302","Chordata","Mammalia","Cetacea","Delphinidae","Delphinus","Serravallian"
"787835","occ","","","74643","Saxonella crepaturae","species","136762","Selandian","","61.6","59.2","1526","Chordata","Mammalia","Primates","Saxonellidae","Saxonella","Selandian"
"788188","occ","","","56693","Physeter antiquus","species","136970","Zanclean","","5.333","3.6","13983","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Zanclean"
"788228","occ","","","77750","Eubalaena glacialis","species","81899","Early Pleistocene","","2.588","0.781","28641","Chordata","Mammalia","Cetacea","Balaenidae","Eubalaena","Calabrian"
"788231","occ","","","58421","Physeter macrocephalus","species","68698","Middle Pleistocene","","0.781","0.126","28641","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Middle Pleistocene"
"788235","occ","21139","","77753","Physeterula dubusi","species","64464","Late Pliocene","","3.6","2.588","28641","Chordata","Mammalia","Cetacea","Physeteridae","Physeterula","Piacenzian"
"788241","occ","","","58420","Orcinus orca","species","64540","Early Pleistocene","","2.588","0.781","28641","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus","Calabrian"
"788242","occ","","","77754","Pseudorca crassidens","species","64543","Middle Pleistocene","","0.781","0.126","28641","Chordata","Mammalia","Cetacea","Delphinidae","Pseudorca","Middle Pleistocene"
"788243","occ","","","48093","Monodon monoceros","species","64546","Gelasian","","2.588","1.806","28641","Chordata","Mammalia","Cetacea","Monodontidae","Monodon","Gelasian"
"788244","occ","","","85135","Monodon monoceros","species","64546","Pleistocene","","2.588","0.0117","28641","Chordata","Mammalia","Cetacea","Monodontidae","Monodon","-"
"788245","occ","","","58419","Delphinapterus leucas","species","64545","Middle Pleistocene","","0.781","0.126","28641","Chordata","Mammalia","Cetacea","Monodontidae","Delphinapterus","Middle Pleistocene"
"788246","occ","","","77750","Tursiops truncatus","species","102834","Early Pleistocene","","2.588","0.781","28641","Chordata","Mammalia","Cetacea","Delphinidae","Tursiops","Calabrian"
"788247","occ","","","47425","Physeterula dubusi","species","64464","Burdigalian","","20.44","15.97","23603","Chordata","Mammalia","Cetacea","Physeteridae","Physeterula","Burdigalian"
"788249","occ","","","76978","Priscophyseter typus","species","63952","Pliocene","","5.333","2.588","13952","Chordata","Mammalia","Cetacea","NO_FAMILY_SPECIFIED","Priscophyseter","Zanclean"
"788348","occ","","","85152","Cetorhynchus christoli","species","64478","Miocene","","23.03","5.333","12653","Chordata","Mammalia","Cetacea","Ziphiidae","Cetorhynchus","-"
"788349","occ","","","47465","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14621","Chordata","Mammalia","Cetacea","Ziphiidae","Choneziphius","-"
"788350","occ","","","47465","Choneziphius planirostris","species","67993","Late Miocene","Late Pliocene","11.608","2.588","14624","Chordata","Mammalia","Cetacea","Ziphiidae","Choneziphius","-"
"788351","occ","","","85153","Choneziphius planirostris","species","67993","Piacenzian","","3.6","2.588","14624","Chordata","Mammalia","Cetacea","Ziphiidae","Choneziphius","Piacenzian"
"788375","occ","","","48093","Ziphius compressus","species","70381","Gelasian","","2.588","1.806","14624","Chordata","Mammalia","Cetacea","Ziphiidae","Ziphius","Gelasian"
"788376","occ","","","85154","Belemnoziphius compressus","species","64702","Piacenzian","","3.6","2.588","12787","Chordata","Mammalia","Cetacea","Ziphiidae","Belemnoziphius","Piacenzian"
"788381","occ","","","85155","Pomatodelphis stenorhynchus","species","69729","Middle Miocene","","15.97","11.608","15278","Chordata","Mammalia","Cetacea","Platanistidae","Pomatodelphis","Serravallian"
"788804","occ","","","77753","Lartetictis dubia","species","381169","Late Pliocene","","3.6","2.588","28696","Chordata","Mammalia","Carnivora","Mustelidae","Lartetictis","Piacenzian"
"788805","occ","","","85254","Enhydra reevei","species","137332","Gelasian","","2.588","1.806","28696","Chordata","Mammalia","Carnivora","Mustelidae","Enhydra","Gelasian"
"788806","occ","","","77753","Phoca (Phoca) moori","species","126959","Late Pliocene","","3.6","2.588","28696","Chordata","Mammalia","Carnivora","Phocidae","Phoca (Phoca)","Piacenzian"
"788807","occ","","","77753","Phocanella pumila","species","72138","Late Pliocene","","3.6","2.588","28696","Chordata","Mammalia","Carnivora","Phocidae","Phocanella","Piacenzian"
"788808","occ","","","77753","Trigontherium minus","species","137334","Late Pliocene","","3.6","2.588","28696","Chordata","Mammalia","Rodentia","Castoridae","Trigontherium","Piacenzian"
"788809","occ","","","77753","Mesoplodon longirostris","species","64852","Late Pliocene","","3.6","2.588","28696","Chordata","Mammalia","Cetacea","Ziphiidae","Mesoplodon","Piacenzian"
"788810","occ","","","48093","Parailurus anglicus","species","43843","Gelasian","","2.588","1.806","28696","Chordata","Mammalia","Carnivora","Ailuridae","Parailurus","Gelasian"
