"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=lump_genus&idqual=genus_certain&interval=Paleocene,Holocene&cc=SOA&show=acconly"
"Access Time","Sat 2020-04-11 01:09:45 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","lump_genus"
"","idqual","genus_certain"
"","cc","SOA"
"","interval","Paleocene,Holocene"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.02"
"Records Found","6462"
"Records Returned","6462"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1426178","occ","","","70643","Aymaratherium","genus","394136","Montehermosan","","6.8","4","69956"
"1426179","occ","","","70643","Megatherium","genus","43616","Montehermosan","","6.8","4","67543"
"1426180","occ","","","70643","Macrauchenia","genus","43497","Montehermosan","","6.8","4","67543"
"1426182","occ","","","70643","Plaina","genus","97129","Montehermosan","","6.8","4","67543"
"1427136","occ","","","198513","Cardiatherium","genus","42126","Huayquerian","","9","6.8","67584"
"1427143","occ","","","198513","Hemihegetotherium","genus","43442","Huayquerian","","9","6.8","67584"
"1427156","occ","","","79180","Lagostomus","genus","42077","Chasicoan","","10","9","67585"
"1427252","occ","","","198540","Proeuphractus","genus","43551","Huayquerian","","9","6.8","67587"
"1427253","occ","","","198540","Glossotheriopsis","genus","43633","Huayquerian","","9","6.8","67587"
"1427254","occ","","","198540","Chorobates","genus","43533","Huayquerian","","9","6.8","67587"
"1427255","occ","","","198540","Chasicotatus","genus","43531","Huayquerian","","9","6.8","67587"
"1427264","occ","","","198542","Paraeuphractus","genus","43547","Huayquerian","","9","6.8","67587"
"1427266","occ","","","198542","Proeuphractus","genus","43551","Huayquerian","","9","6.8","67587"
"1427267","occ","","","198542","Macrochorobates","genus","68405","Huayquerian","","9","6.8","67587"
"1427268","occ","","","198542","Vetelia","genus","122361","Huayquerian","","9","6.8","67587"
"1427269","occ","","","198542","Paleuphractus","genus","43545","Huayquerian","","9","6.8","67587"
"1427270","occ","","","198542","Chasicotatus","genus","43531","Huayquerian","","9","6.8","67587"
"1427271","occ","","","198543","Proeuphractus","genus","43551","Huayquerian","","9","6.8","67587"
"1427272","occ","","","198543","Abrocoma","genus","282543","Huayquerian","","9","6.8","67587"
"1427274","occ","","","198543","Neophanomys","genus","68403","Huayquerian","","9","6.8","67587"
"1427275","occ","","","198543","Tetrastylus","genus","42098","Huayquerian","","9","6.8","67587"
"1427276","occ","","","198543","Lagostomus","genus","42077","Huayquerian","","9","6.8","67587"
"1427278","occ","","","198543","Paranamys","genus","278327","Huayquerian","","9","6.8","67587"
"1427279","occ","","","198543","Cardiomys","genus","42110","Huayquerian","","9","6.8","67587"
"1427282","occ","","","198546","Chasicomys","genus","42042","Huayquerian","","9","6.8","67587"
"1427283","occ","","","198546","Phtoramys","genus","81609","Huayquerian","","9","6.8","67587"
"1427284","occ","","","198546","Neophanomys","genus","68403","Huayquerian","","9","6.8","67587"
"1427288","occ","","","198546","Abrocoma","genus","282543","Huayquerian","","9","6.8","67587"
"1427290","occ","","","198546","Orthomyctera","genus","42118","Huayquerian","","9","6.8","67587"
"1427291","occ","","","198546","Lagostomus","genus","42077","Huayquerian","","9","6.8","67587"
"1427292","occ","","","198546","Tetrastylus","genus","42098","Huayquerian","","9","6.8","67587"
"1427295","occ","","","198546","Vassallia","genus","43563","Huayquerian","","9","6.8","67587"
"1427297","occ","","","198546","Chasicotatus","genus","43531","Huayquerian","","9","6.8","67587"
"1427298","occ","","","198546","Paleuphractus","genus","43545","Huayquerian","","9","6.8","67587"
"1427299","occ","","","198547","Chasicomys","genus","42042","Huayquerian","","9","6.8","67587"
"1427300","occ","","","198547","Phtoramys","genus","81609","Huayquerian","","9","6.8","67587"
"1427301","occ","","","198547","Neophanomys","genus","68403","Huayquerian","","9","6.8","67587"
"1427305","occ","","","198547","Abrocoma","genus","282543","Huayquerian","","9","6.8","67587"
"1427307","occ","","","198547","Orthomyctera","genus","42118","Huayquerian","","9","6.8","67587"
"1427308","occ","","","198547","Lagostomus","genus","42077","Huayquerian","","9","6.8","67587"
"1427309","occ","","","198547","Tetrastylus","genus","42098","Huayquerian","","9","6.8","67587"
"1427312","occ","","","198547","Vassallia","genus","43563","Huayquerian","","9","6.8","67587"
"1427314","occ","","","198547","Chasicotatus","genus","43531","Huayquerian","","9","6.8","67587"
"1427316","occ","","","198547","Macrochorobates","genus","68405","Huayquerian","","9","6.8","67587"
"1427317","occ","","","198547","Vetelia","genus","122361","Huayquerian","","9","6.8","67587"
"1427319","occ","","","198547","Paraeuphractus","genus","43547","Huayquerian","","9","6.8","67587"
"1427320","occ","","","198548","Chasicotatus","genus","43531","Huayquerian","","9","6.8","67587"
"1427321","occ","","","198548","Vassallia","genus","43563","Huayquerian","","9","6.8","67587"
"1427322","occ","","","198548","Macrochorobates","genus","68405","Huayquerian","","9","6.8","67587"
"1427323","occ","","","198548","Chorobates","genus","43533","Huayquerian","","9","6.8","67587"
"1427324","occ","","","198548","Paraeuphractus","genus","43547","Huayquerian","","9","6.8","67587"
"1427327","occ","","","198548","Protabrocoma","genus","42069","Huayquerian","","9","6.8","67587"
"1427328","occ","","","198548","Cardiatherium","genus","42126","Huayquerian","","9","6.8","67587"
"1427329","occ","","","198548","Caviodon","genus","42112","Huayquerian","","9","6.8","67587"
"1427331","occ","","","198549","Chasicotatus","genus","43531","Montehermosan","","6.8","4","67587"
"1427332","occ","","","198549","Vassallia","genus","43563","Montehermosan","","6.8","4","67587"
"1427333","occ","","","198549","Macrochorobates","genus","68405","Montehermosan","","6.8","4","67587"
"1427334","occ","","","198549","Chorobates","genus","43533","Montehermosan","","6.8","4","67587"
"1427335","occ","","","198549","Paraeuphractus","genus","43547","Montehermosan","","6.8","4","67587"
"1427343","occ","","","198551","Cardiomys","genus","42110","Montehermosan","","6.8","4","67587"
"1427344","occ","","","198551","Pseudoplataeomys","genus","42048","Montehermosan","","6.8","4","67587"
"1427345","occ","","","198551","Macrochorobates","genus","68405","Montehermosan","","6.8","4","67587"
"1427346","occ","","","198551","Macroeuphractus","genus","43543","Montehermosan","","6.8","4","67587"
"1427347","occ","","","198551","Pithanotomys","genus","42046","Montehermosan","","6.8","4","67587"
"1427348","occ","","","198551","Chorobates","genus","43533","Montehermosan","","6.8","4","67587"
"1427349","occ","","","198552","Pseudoplataeomys","genus","42048","Montehermosan","","6.8","4","67587"
"1427351","occ","","","198553","Vassallia","genus","43563","Montehermosan","","6.8","4","67587"
"1427353","occ","","","198554","Vassallia","genus","43563","Montehermosan","","6.8","4","67587"
"1427354","occ","","","198554","Pseudoplataeomys","genus","42048","Montehermosan","","6.8","4","67587"
"1427355","occ","","","198554","Pithanotomys","genus","42046","Montehermosan","","6.8","4","67587"
"1427356","occ","","","198554","Cardiomys","genus","42110","Montehermosan","","6.8","4","67587"
"1427357","occ","","","198555","Protabrocoma","genus","42069","Chapadmalalan","","4","3","67587"
"1427358","occ","","","198555","Pseudoplataeomys","genus","42048","Chapadmalalan","","4","3","67587"
"1427359","occ","","","198555","Vassallia","genus","43563","Chapadmalalan","","4","3","67587"
"1427407","occ","","","198564","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427408","occ","","","198565","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427409","occ","","","141175","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427410","occ","","","198566","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427414","occ","","","198567","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427416","occ","","","198568","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427417","occ","","","198569","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427419","occ","","","198570","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427421","occ","","","198571","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427422","occ","","","198572","Protypotherium","genus","43422","Colloncuran","","15.5","13.8","67593"
"1427524","occ","","","198588","Nesodon","genus","43396","Santacrucian","","17.5","16.3","67603"
"1428650","occ","","","198682","Microtragulus","genus","40048","Late Pliocene","","3.6","2.588","67704"
"1428657","occ","","","198682","Microcavia","genus","42116","Late Pliocene","","3.6","2.588","67704"
"1428658","occ","","","198682","Ctenomys","genus","81628","Late Pliocene","","3.6","2.588","67704"
"1428663","occ","","","198684","Eumysops","genus","122015","Montehermosan","","6.8","4","67705"
"1428666","occ","","","198684","Paedotherium","genus","81608","Montehermosan","","6.8","4","67705"
"1428667","occ","","","198685","Actenomys","genus","42065","Montehermosan","","6.8","4","67705"
"1428669","occ","","","198685","Orthomyctera","genus","42118","Montehermosan","","6.8","4","67705"
"1428670","occ","","","198685","Paedotherium","genus","81608","Montehermosan","","6.8","4","67705"
"1428671","occ","","","198686","Plohophorus","genus","55025","Montehermosan","","6.8","4","67705"
"1428672","occ","","","198686","Actenomys","genus","42065","Montehermosan","","6.8","4","67705"
"1428673","occ","","","198686","Eumysops","genus","122015","Montehermosan","","6.8","4","67705"
"1428674","occ","","","198686","Paramyocastor","genus","120176","Montehermosan","","6.8","4","67705"
"1428675","occ","","","198686","Lagostomus","genus","42077","Montehermosan","","6.8","4","67705"
"1428676","occ","","","198686","Paedotherium","genus","81608","Montehermosan","","6.8","4","67705"
"1428677","occ","","","198686","Parahyaenodon","genus","40028","Montehermosan","","6.8","4","67705"
"1428678","occ","","","198687","Argyrolagus","genus","40047","Montehermosan","","6.8","4","67705"
"1428679","occ","","","198687","Hyperdidelphys","genus","39967","Montehermosan","","6.8","4","67705"
"1428681","occ","","","198687","Proscelidodon","genus","43643","Montehermosan","","6.8","4","67705"
"1428682","occ","","","198687","Pithanotomys","genus","42046","Montehermosan","","6.8","4","67705"
"1428683","occ","","","198687","Pseudoplataeomys","genus","42048","Montehermosan","","6.8","4","67705"
"1428684","occ","","","198687","Actenomys","genus","42065","Montehermosan","","6.8","4","67705"
"1428685","occ","","","198687","Eumysops","genus","122015","Montehermosan","","6.8","4","67705"
"1428686","occ","","","198687","Lagostomus","genus","42077","Montehermosan","","6.8","4","67705"
"1428688","occ","","","198687","Orthomyctera","genus","42118","Montehermosan","","6.8","4","67705"
"1428689","occ","","","198687","Paedotherium","genus","81608","Montehermosan","","6.8","4","67705"
"1428690","occ","","","198688","Actenomys","genus","42065","Montehermosan","","6.8","4","67705"
"1428691","occ","","","198689","Argyrolagus","genus","40047","Huayquerian","","9","6.8","67705"
"1428692","occ","","","198689","Xenodontomys","genus","42050","Huayquerian","","9","6.8","67705"
"1428694","occ","","","198689","Paedotherium","genus","81608","Huayquerian","","9","6.8","67705"
"1428695","occ","","","198690","Lagostomus","genus","42077","Huayquerian","","9","6.8","67705"
"1428696","occ","","","198691","Xenodontomys","genus","42050","Huayquerian","","9","6.8","67705"
"1428701","occ","","","198693","Auliscomys","genus","41740","Late Pliocene","","3.6","2.588","67707"
"1428702","occ","","","198693","Cholomys","genus","100636","Late Pliocene","","3.6","2.588","67707"
"1428831","occ","","","198699","Eosclerocalyptus","genus","68401","Chapadmalalan","","4","3","67709"
"1429230","occ","","","198821","Eumysops","genus","122015","Montehermosan","","6.8","4","67738"
"1429232","occ","","","198822","Eumysops","genus","122015","Montehermosan","","6.8","4","67738"
"1429233","occ","","","198823","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429235","occ","","","198824","Eumysops","genus","122015","Montehermosan","","6.8","4","67738"
"1429236","occ","","","198825","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429237","occ","","","198826","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429238","occ","","","198827","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429240","occ","","","198828","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429241","occ","","","198829","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429242","occ","","","198830","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429243","occ","","","198831","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429244","occ","","","198832","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429245","occ","","","198833","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429247","occ","","","198833","Simimys","genus","41722","Uquian","","3","1.2","67738"
"1429248","occ","","","198834","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429249","occ","","","198835","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429250","occ","","","198836","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429252","occ","","","198836","Simimys","genus","41722","Uquian","","3","1.2","67738"
"1429253","occ","","","198837","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429254","occ","","","198837","Simimys","genus","41722","Uquian","","3","1.2","67738"
"1429255","occ","","","198838","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429256","occ","","","198839","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429257","occ","","","198839","Simimys","genus","41722","Uquian","","3","1.2","67738"
"1429258","occ","","","198840","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429259","occ","","","198841","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429260","occ","","","198842","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429261","occ","","","198843","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429262","occ","","","198844","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429264","occ","","","198845","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429266","occ","","","198846","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429267","occ","","","198847","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429268","occ","","","198848","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429270","occ","","","198849","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429272","occ","","","198850","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429274","occ","","","198851","Eumysops","genus","122015","Uquian","","3","1.2","67738"
"1429275","occ","","","198852","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429277","occ","","","198853","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429279","occ","","","198854","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429280","occ","","","198855","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429282","occ","","","198856","Eumysops","genus","122015","Chapadmalalan","","4","3","67738"
"1429300","occ","","","61292","Orthomyctera","genus","42118","Huayquerian","","9","6.8","67741"
"1429301","occ","","","61300","Palaeocavia","genus","42119","Huayquerian","","9","6.8","67741"
"1429302","occ","","","198862","Chorobates","genus","43533","Huayquerian","","9","6.8","67741"
"1429303","occ","","","198862","Eutatus","genus","43539","Huayquerian","","9","6.8","67741"
"1429304","occ","","","198862","Hoplophorus","genus","43578","Huayquerian","","9","6.8","67741"
"1429305","occ","","","198862","Megatherium","genus","43616","Huayquerian","","9","6.8","67741"
"1429306","occ","","","198862","Xenodontomys","genus","42050","Huayquerian","","9","6.8","67741"
"1429307","occ","","","198862","Galea","genus","83799","Huayquerian","","9","6.8","67741"
"1429308","occ","","","198862","Paedotherium","genus","81608","Huayquerian","","9","6.8","67741"
"1429309","occ","","","198862","Toxodon","genus","43405","Huayquerian","","9","6.8","67741"
"1429310","occ","","","198863","Eumysops","genus","122015","Montehermosan","","6.8","4","48434"
"1429312","occ","","","198863","Eucelophorus","genus","279968","Montehermosan","","6.8","4","48434"
"1429313","occ","","","198863","Pithanotomys","genus","42046","Montehermosan","","6.8","4","67741"
"1429315","occ","","","198863","Actenomys","genus","42065","Montehermosan","","6.8","4","48434"
"1429316","occ","","","198863","Paramyocastor","genus","120176","Montehermosan","","6.8","4","48434"
"1429317","occ","","","198863","Paedotherium","genus","81608","Montehermosan","","6.8","4","67741"
"1429319","occ","","","198863","Tremacyllus","genus","43450","Montehermosan","","6.8","4","67741"
"1429320","occ","","","198863","Doellotatus","genus","43536","Montehermosan","","6.8","4","67741"
"1429321","occ","","","198863","Eoauchenia","genus","43474","Montehermosan","","6.8","4","67741"
"1429322","occ","","","198863","Pseudotypotherium","genus","43428","Montehermosan","","6.8","4","67741"
"1429323","occ","","","198863","Plohophorus","genus","55025","Montehermosan","","6.8","4","67741"
"1429348","occ","","","198863","Thylatheridium","genus","39992","Montehermosan","","6.8","4","67741"
"1429349","occ","","","198863","Thylamys","genus","39991","Montehermosan","","6.8","4","67741"
"1429351","occ","","","198863","Thylophorops","genus","39993","Montehermosan","","6.8","4","67741"
"1429352","occ","","","198863","Lutreolina","genus","39969","Montehermosan","","6.8","4","67741"
"1429354","occ","","","198863","Hyperdidelphys","genus","39967","Montehermosan","","6.8","4","67741"
"1429356","occ","","F","198863","Sparassocynus","genus","39987","Montehermosan","","6.8","4","67741"
"1429357","occ","","","198863","Notocynus","genus","40026","Montehermosan","","6.8","4","67741"
"1429358","occ","","","198863","Thylacosmilus","genus","40045","Montehermosan","","6.8","4","67741"
"1429359","occ","","","198863","Argyrolagus","genus","40047","Montehermosan","","6.8","4","67741"
"1429360","occ","","","198863","Microtragulus","genus","40048","Montehermosan","","6.8","4","67741"
"1429362","occ","","","198863","Holozaedyus","genus","297451","Montehermosan","","6.8","4","67741"
"1429363","occ","","","198863","Macrochorobates","genus","68405","Montehermosan","","6.8","4","67741"
"1429364","occ","","","198863","Chorobates","genus","43533","Montehermosan","","6.8","4","67741"
"1429366","occ","","","198863","Macroeuphractus","genus","43543","Montehermosan","","6.8","4","67741"
"1429367","occ","","","198863","Eutatus","genus","43539","Montehermosan","","6.8","4","67741"
"1429381","occ","","","198863","Ringueletia","genus","43557","Montehermosan","","6.8","4","67741"
"1429382","occ","","","198863","Plaina","genus","97129","Montehermosan","","6.8","4","67741"
"1429383","occ","","","198863","Pampatherium","genus","43546","Montehermosan","","6.8","4","67741"
"1429384","occ","","","198863","Eosclerocalyptus","genus","68401","Montehermosan","","6.8","4","67741"
"1429385","occ","","","198863","Trachycalyptus","genus","43592","Montehermosan","","6.8","4","67741"
"1429386","occ","","","198863","Nopachtus","genus","43583","Montehermosan","","6.8","4","67741"
"1429389","occ","","","198863","Plohophoroides","genus","188884","Montehermosan","","6.8","4","67741"
"1429390","occ","","","198863","Phlyctaenopyga","genus","188881","Montehermosan","","6.8","4","67741"
"1429391","occ","","","198863","Eleutherocercus","genus","43574","Montehermosan","","6.8","4","67741"
"1429393","occ","","","198863","Proscelidodon","genus","43643","Montehermosan","","6.8","4","67741"
"1429394","occ","","","198863","Lestodon","genus","43635","Montehermosan","","6.8","4","67741"
"1429395","occ","","","198863","Myrmecophaga","genus","43654","Montehermosan","","6.8","4","67741"
"1429396","occ","","","198863","Phtoramys","genus","81609","Montehermosan","","6.8","4","67741"
"1429398","occ","","","198863","Neophanomys","genus","68403","Montehermosan","","6.8","4","67741"
"1429401","occ","","","198863","Microcavia","genus","42116","Montehermosan","","6.8","4","67741"
"1429402","occ","","","198863","Cavia","genus","42111","Montehermosan","","6.8","4","67741"
"1429403","occ","","","198863","Orthomyctera","genus","42118","Montehermosan","","6.8","4","67741"
"1429404","occ","","","198863","Prodolichotis","genus","42122","Montehermosan","","6.8","4","67741"
"1429405","occ","","","198863","Caviodon","genus","42112","Montehermosan","","6.8","4","67741"
"1429406","occ","","","198863","Cardiomys","genus","42110","Montehermosan","","6.8","4","67741"
"1429407","occ","","","198863","Phugatherium","genus","131380","Montehermosan","","6.8","4","67741"
"1429408","occ","","","198863","Telicomys","genus","42097","Montehermosan","","6.8","4","67741"
"1429410","occ","","","198863","Necromys","genus","104888","Montehermosan","","6.8","4","67741"
"1429421","occ","","","198863","Kraglievichimys","genus","386794","Montehermosan","","6.8","4","67741"
"1429422","occ","","","198863","Reithrodon","genus","41868","Montehermosan","","6.8","4","67741"
"1429423","occ","","","198863","Toxodon","genus","43405","Montehermosan","","6.8","4","67741"
"1429424","occ","","","198863","Alitoxodon","genus","43392","Montehermosan","","6.8","4","67741"
"1429425","occ","","","198863","Trigodon","genus","43406","Montehermosan","","6.8","4","67741"
"1429427","occ","","","198863","Xotodon","genus","43407","Montehermosan","","6.8","4","67741"
"1429431","occ","","","198863","Proterotherium","genus","43485","Montehermosan","","6.8","4","67741"
"1429432","occ","","","198863","Diplasiotherium","genus","43473","Montehermosan","","6.8","4","67741"
"1429433","occ","","","198863","Promacrauchenia","genus","43502","Montehermosan","","6.8","4","67741"
"1429435","occ","","","198863","Parahyaenodon","genus","40028","Montehermosan","","6.8","4","67741"
"1429436","occ","","","198863","Tetraprothomo","genus","380827","Montehermosan","","6.8","4","67741"
"1429437","occ","","","198863","Cyonasua","genus","41255","Montehermosan","","6.8","4","67741"
"1429438","occ","","","198863","Lagostomus","genus","42077","Montehermosan","","6.8","4","51784"
"1429439","occ","","","198863","Pseudoplataeomys","genus","42048","Montehermosan","","6.8","4","48434"
"1429442","occ","","","198867","Ctenomys","genus","81628","Holocene","","0.0117","0","67741"
"1429443","occ","","","198867","Lepus","genus","42176","Holocene","","0.0117","0","67741"
"1429444","occ","","","198868","Paedotherium","genus","81608","Pliocene","","5.333","2.588","67741"
"1429469","occ","","","63335","Macraucheniopsis","genus","43498","Middle Pleistocene","","0.781","0.126","67741"
"1429518","occ","","","63339","Cavia","genus","42111","Holocene","","0.0117","0","67741"
"1429519","occ","","","63339","Chaetophractus","genus","43530","Holocene","","0.0117","0","67741"
"1429520","occ","","","198874","Lama","genus","42530","Holocene","","0.0117","0","67741"
"1429521","occ","","","198875","Neosclerocalyptus","genus","117307","Lujanian","","0.781","0.012","67741"
"1429522","occ","","","198875","Panochthus","genus","43587","Lujanian","","0.781","0.012","67741"
"1429523","occ","","","198875","Doedicurus","genus","43572","Lujanian","","0.781","0.012","67741"
"1429524","occ","","","198875","Glyptodon","genus","43576","Lujanian","","0.781","0.012","67741"
"1429526","occ","","","198875","Scelidotherium","genus","43646","Lujanian","","0.781","0.012","67741"
"1429528","occ","","","198875","Glossotherium","genus","43634","Lujanian","","0.781","0.012","67741"
"1429529","occ","","","198875","Lestodon","genus","43635","Lujanian","","0.781","0.012","67741"
"1429530","occ","","","198875","Neochoerus","genus","42131","Lujanian","","0.781","0.012","67741"
"1429531","occ","","","198875","Macrauchenia","genus","43497","Lujanian","","0.781","0.012","67741"
"1429532","occ","","","198875","Notiomastodon","genus","43250","Lujanian","","0.781","0.012","67741"
"1429533","occ","","","198875","Morenelaphus","genus","97137","Lujanian","","0.781","0.012","67741"
"1429534","occ","","","198875","Equus","genus","42996","Lujanian","","0.781","0.012","67741"
"1429535","occ","","","198875","Hippidion","genus","43001","Lujanian","","0.781","0.012","67741"
"1429536","occ","","","198875","Smilodon","genus","41079","Lujanian","","0.781","0.012","67741"
"1429757","occ","","","198943","Panchomys","genus","379989","Late Pliocene","Early Pleistocene","3.6","0.781","67786"
"1430008","occ","","","199153","Trigodon","genus","43406","Montehermosan","","6.8","4","67787"
"1430009","occ","","","199153","Notocynus","genus","40026","Montehermosan","","6.8","4","67787"
"1430011","occ","","","199153","Nopachtus","genus","43583","Montehermosan","","6.8","4","67787"
"1430012","occ","","","199153","Myrmecophaga","genus","43654","Montehermosan","","6.8","4","67787"
"1430013","occ","","","199153","Alitoxodon","genus","43392","Montehermosan","","6.8","4","67787"
"1430014","occ","","","199153","Diplasiotherium","genus","43473","Montehermosan","","6.8","4","67787"
"1430015","occ","","","199153","Thylamys","genus","39991","Montehermosan","","6.8","4","67787"
"1430018","occ","","","199153","Phtoramys","genus","81609","Montehermosan","","6.8","4","67787"
"1430019","occ","","","199153","Proscelidodon","genus","43643","Montehermosan","","6.8","4","67787"
"1430020","occ","","","199154","Paraglyptodon","genus","43588","Chapadmalalan","","4","3","67787"
"1430021","occ","","","199154","Pronothrotherium","genus","43623","Chapadmalalan","","4","3","67787"
"1430022","occ","","","199154","Plohophorus","genus","55025","Chapadmalalan","","4","3","67787"
"1430023","occ","","","199154","Scelidotheridium","genus","297007","Chapadmalalan","","4","3","67787"
"1430024","occ","","","199154","Didelphis","genus","39959","Chapadmalalan","","4","3","67787"
"1430027","occ","","","199154","Urotherium","genus","43593","Chapadmalalan","","4","3","67787"
"1430028","occ","","","199154","Glossotheridium","genus","43632","Chapadmalalan","","4","3","67787"
"1430029","occ","","","199154","Dankomys","genus","41760","Chapadmalalan","","4","3","67787"
"1430030","occ","","","199154","Graomys","genus","41780","Chapadmalalan","","4","3","67787"
"1430031","occ","","","199154","Tetrastylus","genus","42098","Chapadmalalan","","4","3","67787"
"1430032","occ","","","199154","Caviodon","genus","42112","Chapadmalalan","","4","3","67787"
"1430034","occ","","","199154","Argyrohyus","genus","42422","Chapadmalalan","","4","3","67787"
"1430035","occ","","","199154","Platygonus","genus","42437","Chapadmalalan","","4","3","67787"
"1430036","occ","","","199154","Eucoelophorus","genus","42044","Chapadmalalan","","4","3","67787"
"1430037","occ","","","199154","Microcavia","genus","42116","Chapadmalalan","","4","3","67787"
"1430038","occ","","","199154","Dolicavia","genus","42114","Chapadmalalan","","4","3","67787"
"1430039","occ","","","199154","Argyrolagus","genus","40047","Chapadmalalan","","4","3","67787"
"1430040","occ","","","199154","Lutreolina","genus","39969","Chapadmalalan","","4","3","67787"
"1430041","occ","","","199154","Hyperdidelphys","genus","39967","Chapadmalalan","","4","3","67787"
"1430043","occ","","","199154","Doellotatus","genus","43536","Chapadmalalan","","4","3","67787"
"1430044","occ","","","199154","Macrochorobates","genus","68405","Chapadmalalan","","4","3","67787"
"1430045","occ","","","199154","Chorobates","genus","43533","Chapadmalalan","","4","3","67787"
"1430046","occ","","","199154","Macroeuphractus","genus","43543","Chapadmalalan","","4","3","67787"
"1430047","occ","","","199154","Plohophoroides","genus","188884","Chapadmalalan","","4","3","67787"
"1430048","occ","","","199154","Trachycalyptus","genus","43592","Chapadmalalan","","4","3","67787"
"1430049","occ","","","199154","Diheterocnus","genus","43598","Chapadmalalan","","4","3","67787"
"1430050","occ","","","199154","Proscelidodon","genus","43643","Chapadmalalan","","4","3","67787"
"1430051","occ","","","199154","Orthomyctera","genus","42118","Chapadmalalan","","4","3","67787"
"1430052","occ","","","199154","Cardiomys","genus","42110","Chapadmalalan","","4","3","67787"
"1430053","occ","","","199154","Phugatherium","genus","131380","Chapadmalalan","","4","3","67787"
"1430055","occ","","","199154","Telicomys","genus","42097","Chapadmalalan","","4","3","67787"
"1430056","occ","","","199154","Lagostomus","genus","42077","Chapadmalalan","","4","3","67787"
"1430057","occ","","","199154","Brachytherium","genus","43470","Chapadmalalan","","4","3","67787"
"1430059","occ","","","199154","Cyonasua","genus","41255","Chapadmalalan","","4","3","67787"
"1430060","occ","","","199154","Xotodon","genus","43407","Chapadmalalan","","4","3","67787"
"1430061","occ","","","199155","Platygonus","genus","42437","Late Pliocene","","3.6","2.588","67787"
"1430062","occ","","","199155","Thylatheridium","genus","39992","Late Pliocene","","3.6","2.588","67787"
"1430063","occ","","","199155","Ringueletia","genus","43557","Late Pliocene","","3.6","2.588","67787"
"1430064","occ","","","199155","Plohophorus","genus","55025","Late Pliocene","","3.6","2.588","67787"
"1430065","occ","","","199155","Abrothrix","genus","104878","Late Pliocene","","3.6","2.588","67787"
"1430066","occ","","","199155","Pseudotypotherium","genus","43428","Late Pliocene","","3.6","2.588","67787"
"1430067","occ","","","199155","Pithanotomys","genus","42046","Late Pliocene","","3.6","2.588","67787"
