"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"1305679","occ","","","174761","Deperetella n. sp. ferganica","species","332434","subjective synonym of","Teleolophus medius","species","133109","Ypresian","","56","47.8","57124","Chordata","Mammalia","Perissodactyla","Tapiridae","Teleolophus"
"1305681","occ","","","89041","Asiomomys dawsoni","species","332436","recombined as","Asiomys dawsoni","species","332436","Middle Eocene","","48.6","37.2","57125","Chordata","Mammalia","Rodentia","Paramyidae","Asiomys"
"1305685","occ","","","75275","n. gen. Erlianomys n. sp. combinatus","species","332442","","Erlianomys combinatus","species","332442","Early Eocene","","55.8","48.6","57127","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Erlianomys"
"1305686","occ","","","42526","n. gen. Pappocricetodon n. sp. rencunensis","species","100602","","Pappocricetodon rencunensis","species","100602","Late Eocene","","37.2","33.9","57128","Chordata","Mammalia","Rodentia","Cricetidae","Pappocricetodon"
"1305687","occ","","","72202","n. gen. Yuanomys n. sp. zhoui","species","332449","","Yuanomys zhoui","species","332449","Bumbanian","","55.8","48.6","57130","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Yuanomys"
"1305690","occ","","","72204","Mesonyx uqbulakensis","species","332452","","Mesonyx uqbulakensis","species","332452","Arshantan","","48.6","37.2","57131","Chordata","Mammalia","Acreodi","Mesonychidae","Mesonyx"
"1305691","occ","","","75275","Mesonyx n. sp. nuhetingensis","species","332453","","Mesonyx nuhetingensis","species","332453","Early Eocene","","55.8","48.6","57131","Chordata","Mammalia","Acreodi","Mesonychidae","Mesonyx"
"1305692","occ","","","75275","Mongolonyx dolichognathus","species","332454","","Mongolonyx dolichognathus","species","332454","Early Eocene","","55.8","48.6","57131","Chordata","Mammalia","Acreodi","Mesonychidae","Mongolonyx"
"1305694","occ","","","174762","Harpagolestes leei","species","332272","","Harpagolestes leei","species","332272","Middle Eocene","","48.6","37.2","57131","Chordata","Mammalia","Acreodi","Mesonychidae","Harpagolestes"
"1306321","occ","","","37206","Esesempomys ? centralasiae","species","332734","","Esesempomys centralasiae","species","332734","Bumbanian","","55.8","48.6","9976","Chordata","Mammalia","Rodentia","Yuomyidae","Esesempomys"
"1306322","occ","","","28490","Petrokozlovia cf. notos","species","345557","","Petrokozlovia notos","species","345557","Ypresian","","56","47.8","59967","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Petrokozlovia"
"1306323","occ","","","28490","Saykanomys cf. bohlini","species","337962","","Saykanomys bohlini","species","334462","Ypresian","","56","47.8","59967","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Saykanomys"
"1306324","occ","","","28490","Advenimus cf. burkei","species","334463","","Advenimus burkei","species","334463","Ypresian","","56","47.8","59967","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Advenimus"
"1306325","occ","","","28490","n. gen. Khodzhentia n. sp. vinogradovi","species","332738","","Khodzhentia vinogradovi","species","332738","Ypresian","","56","47.8","59967","Chordata","Mammalia","Rodentia","Chapattimyidae","Khodzhentia"
"1306328","occ","","","174907","Palasiomys n. sp. yuanquensis","species","332747","subjective synonym of","Pappocricetodon antiquus","species","100603","Middle Eocene","","48.6","37.2","57160","Chordata","Mammalia","Rodentia","Cricetidae","Pappocricetodon"
"1306329","occ","","","174908","n. gen. Proardynomys n. sp. borkhoii","species","332755","","Proardynomys borkhoii","species","332755","Middle Eocene","","48.6","37.2","57161","Chordata","Mammalia","Rodentia","Cylindrodontidae","Proardynomys"
"1306330","occ","","","174909","n. gen. Mergenomys n. sp. orientalis","species","260696","","Mergenomys orientalis","species","260696","Middle Eocene","","48.6","37.2","45333","Chordata","Mammalia","Rodentia","Gobiomyidae","Mergenomys"
"1306333","occ","32602","","174909","Lophialetes expeditus","species","110238","","Lophialetes expeditus","species","110238","Middle Eocene","","48.6","37.2","45333","Chordata","Mammalia","Perissodactyla","Lophialetidae","Lophialetes"
"1306339","occ","","","174910","n. gen. Orientictis n. sp. spanios","species","332761","","Orientictis spanios","species","332761","Late Eocene","","37.2","33.9","57162","Chordata","Mammalia","NO_ORDER_SPECIFIED","Viverravidae","Orientictis"
"1306340","occ","","","174911","Amphechinus n. sp. gigas","species","109998","recombined as","Palaeoscaptor gigas","species","109998","Early Oligocene","","33.9","28.4","57163","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306342","occ","","","174759","Palaeoscaptor acridens","species","108952","","Palaeoscaptor acridens","species","108952","Early Oligocene","","33.9","28.4","57164","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306343","occ","31897","","174759","Amphechinus gigas","species","109998","recombined as","Palaeoscaptor gigas","species","109998","Early Oligocene","","33.9","28.4","57163","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306344","occ","","","174912","Chungchienia n. sp. lushia","species","332772","","Chungchienia lushia","species","332772","Middle Eocene","","48.6","37.2","1197","Chordata","Mammalia","NO_ORDER_SPECIFIED","Stylinodontidae","Chungchienia"
"1306345","occ","","","174913","Allosminthus cf. diconjugatus","species","332782","","Allosminthus diconjugatus","species","332786","Late Eocene","","37.2","33.9","57165","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1306346","occ","","","174913","Allosminthus majusculus","species","332781","","Allosminthus majusculus","species","332781","Late Eocene","","37.2","33.9","57165","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1306347","occ","","","174913","Allosminthus ernos","species","332780","","Allosminthus ernos","species","332780","Late Eocene","","37.2","33.9","57165","Chordata","Mammalia","Rodentia","Dipodidae","Allosminthus"
"1306348","occ","","","174913","Prosciurus n. sp. pristinus","species","332773","","Prosciurus pristinus","species","332773","Late Eocene","","37.2","33.9","57165","Chordata","Mammalia","Rodentia","Aplodontidae","Prosciurus"
"1306350","occ","","","174914","Pappocricetodon antiquus","species","100603","","Pappocricetodon antiquus","species","100603","Late Eocene","","37.2","33.9","57166","Chordata","Mammalia","Rodentia","Cricetidae","Pappocricetodon"
"1306354","occ","","","174913","Eocricetodon n. sp. borealis","species","332799","","Eocricetodon borealis","species","332799","Late Eocene","","37.2","33.9","57166","Chordata","Mammalia","Rodentia","Cricetidae","Eocricetodon"
"1306355","occ","","","174913","n. gen. Oxynocricetodon n. sp. erenensis","species","332802","","Oxynocricetodon erenensis","species","332802","Late Eocene","","37.2","33.9","57166","Chordata","Mammalia","Rodentia","Cricetidae","Oxynocricetodon"
"1306357","occ","","","174913","Desmatolagus vetustus","species","115590","","Desmatolagus vetustus","species","115590","Late Eocene","","37.2","33.9","57167","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1306358","occ","","","174913","Gobiolagus tolmachovi","species","332280","","Gobiolagus tolmachovi","species","332280","Late Eocene","","37.2","33.9","57167","Chordata","Mammalia","Lagomorpha","Leporidae","Gobiolagus"
"1306360","occ","","","174914","Desmatolagus vetustus","species","115590","","Desmatolagus vetustus","species","115590","Late Eocene","","37.2","33.9","57167","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1306361","occ","","","174915","Gobiolagus tolmachovi","species","332280","","Gobiolagus tolmachovi","species","332280","Early Oligocene","","33.9","28.4","57167","Chordata","Mammalia","Lagomorpha","Leporidae","Gobiolagus"
"1306362","occ","","","53979","Tupaiodon morrisi","species","108947","","Tupaiodon morrisi","species","108947","Early Oligocene","","33.9","28.4","25407","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Tupaiodon"
"1306363","occ","","","53979","Tupaiodon minutus","species","108951","recombined as","Zaraalestes minutus","species","108951","Early Oligocene","","33.9","28.4","25407","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Zaraalestes"
"1306364","occ","","","53979","Palaeoscaptor n. sp. rectus","species","108954","","Palaeoscaptor rectus","species","108954","Early Oligocene","","33.9","28.4","25407","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306365","occ","","","174754","n. gen. Eumeryx n. sp. culminis","species","108955","","Eumeryx culminis","species","108955","Early Oligocene","","33.9","28.4","25407","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1306366","occ","","","174916","n. gen. Palaeoscaptor n. sp. acridens","species","108952","","Palaeoscaptor acridens","species","108952","Early Oligocene","","33.9","28.4","25407","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306367","occ","","","75275","Gobiatherium mirificum","species","101348","","Gobiatherium mirificum","species","101348","Early Eocene","","55.8","48.6","57168","Chordata","Mammalia","Dinocerata","Uintatheriidae","Gobiatherium"
"1306370","occ","","","73811","Ardynomys olseni","species","332210","","Ardynomys olseni","species","332210","Ulangochuian","","37.2","33.9","57169","Chordata","Mammalia","Rodentia","Cylindrodontidae","Ardynomys"
"1306371","occ","","","174918","Ardynomys n. sp. russelli","species","332838","subjective synonym of","Ardynomys olseni","species","332210","Late Eocene","","37.2","33.9","57171","Chordata","Mammalia","Rodentia","Cylindrodontidae","Ardynomys"
"1306376","occ","","","174914","Schlosseria magister","species","133106","","Schlosseria magister","species","133106","Late Eocene","","37.2","33.9","57174","Chordata","Mammalia","Perissodactyla","Lophialetidae","Schlosseria"
"1306377","occ","","","174920","Schlosseria magister","species","133106","","Schlosseria magister","species","133106","Early Eocene","","55.8","48.6","57174","Chordata","Mammalia","Perissodactyla","Lophialetidae","Schlosseria"
"1306378","occ","","","174913","n. gen. Anatolechinos n. sp. neimongolensis","species","332868","","Anatolechinos neimongolensis","species","332868","Late Eocene","","37.2","33.9","57176","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Anatolechinos"
"1306379","occ","","","174913","Ictopidium lechei","species","58304","","Ictopidium lechei","species","58304","Late Eocene","","37.2","33.9","57176","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Ictopidium"
"1306381","occ","","","174914","Anatolechinos neimongolensis","species","332868","","Anatolechinos neimongolensis","species","332868","Late Eocene","","37.2","33.9","57176","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Anatolechinos"
"1306384","occ","","","174915","Anatolechinos neimongolensis","species","332868","","Anatolechinos neimongolensis","species","332868","Early Oligocene","","33.9","28.4","57176","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Anatolechinos"
"1306386","occ","","","174913","Pseudoloris n. sp. erenensis","species","332872","","Pseudoloris erenensis","species","332872","Late Eocene","","37.2","33.9","57178","Chordata","Mammalia","Primates","Omomyidae","Pseudoloris"
"1306546","occ","","","174962","Amynodon n. sp. mongoliensis","species","332921","recombined as","Sharamynodon mongoliensis","species","332921","Middle Eocene","","48.6","37.2","57191","Chordata","Mammalia","Perissodactyla","Amynodontidae","Sharamynodon"
"1306548","occ","","","73811","Amynodon mongoliensis","species","332921","recombined as","Sharamynodon mongoliensis","species","332921","Ulangochuian","","37.2","33.9","57191","Chordata","Mammalia","Perissodactyla","Amynodontidae","Sharamynodon"
"1306568","occ","","","174918","Stenoplesictis n. sp. indigenus","species","97832","recombined as","Alagtsavbaatar indigenus","species","97832","Late Eocene","","37.2","33.9","57193","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Alagtsavbaatar"
"1306591","occ","","","174972","Stenoplesictis n. sp. simplex","species","97833","subjective synonym of","Asiavorator gracilis","species","97826","Late Eocene","","37.2","33.9","57193","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator"
"1306622","occ","","","53978","Palaeoprionodon gracilis","species","97826","recombined as","Asiavorator gracilis","species","97826","Early Oligocene","","33.9","28.4","57193","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator"
"1306623","occ","","","53978","Stenoplesictis elegans","species","332925","","Stenoplesictis elegans","species","97824","Early Oligocene","","33.9","28.4","57193","Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Stenoplesictis"
"1306639","occ","","","174977","Cadurcodon cf. ardynensis","species","337976","","Cadurcodon ardynensis","species","253282","Late Eocene","","37.2","33.9","57196","Chordata","Mammalia","Perissodactyla","Amynodontidae","Cadurcodon"
"1306651","occ","","","174978","Propalaeocastor n. sp. irtyshensis","species","332930","","Propalaeocastor irtyshensis","species","332930","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Castoridae","Propalaeocastor"
"1306656","occ","","","174743","Propalaeocastor aff. shevyrevae","species","332934","","Propalaeocastor shevyrevae","species","332934","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Castoridae","Propalaeocastor"
"1306657","occ","","","174978","Palaeoscaptor cf. acridens","species","108952","","Palaeoscaptor acridens","species","108952","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","NO_ORDER_SPECIFIED","Erinaceidae","Palaeoscaptor"
"1306658","occ","","","174978","Tupaiodon cf. morrisi","species","108947","","Tupaiodon morrisi","species","108947","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","NO_ORDER_SPECIFIED","Changlelestidae","Tupaiodon"
"1306659","occ","","","174978","Desmatolagus aff. vetustus","species","115590","","Desmatolagus vetustus","species","115590","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1306661","occ","","","174978","Karakoromys decessus","species","54403","","Karakoromys decessus","species","54403","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Ctenodactylidae","Karakoromys"
"1306662","occ","","","174978","Cyclomylus lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1306663","occ","","","174978","Cricetops dormitor","species","333031","","Cricetops dormitor","species","333031","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Cricetidae","Cricetops"
"1306664","occ","","","174978","Eucricetodon asiaticus","species","333035","","Eucricetodon asiaticus","species","333034","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1306665","occ","","","174978","Eucricetodon caducus","species","333036","","Eucricetodon caducus","species","333036","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1306666","occ","","","174978","Ulaancricetodon cf. badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1306667","occ","","","174978","Parasminthus aff. tangingoli","species","333352","","Parasminthus tangingoli","species","333352","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1306668","occ","","","174978","Parasminthus aff. asiaecentralis","species","333351","","Parasminthus asiaecentralis","species","333351","Early Oligocene","","33.9","28.4","57197","Chordata","Mammalia","Rodentia","Dipodidae","Parasminthus"
"1307226","occ","32439","","175142","Eucricetodon caducus","species","333036","","Eucricetodon caducus","species","333036","Early Oligocene","","33.9","28.4","59456","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307228","occ","","","175142","n. gen. Paracricetops n. sp. virgatoincisus","species","333027","","Paracricetops virgatoincisus","species","333027","Early Oligocene","","33.9","28.4","57218","Chordata","Mammalia","Rodentia","Cricetidae","Paracricetops"
"1307247","occ","","","175149","Eucricetodon aff. caducus","species","333036","","Eucricetodon caducus","species","333036","Late Oligocene","","28.4","23.03","57220","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307249","occ","","","175150","Eucricetodon aff. caducus","species","333036","","Eucricetodon caducus","species","333036","Late Oligocene","","28.4","23.03","57220","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307250","occ","","","175151","Eucricetodon aff. caducus","species","333036","","Eucricetodon caducus","species","333036","Late Oligocene","","28.4","23.03","57220","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307251","occ","","","175152","Eucricetodon aff. caducus","species","333036","","Eucricetodon caducus","species","333036","Late Oligocene","","28.4","23.03","57220","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307252","occ","","","175153","Eucricetodon aff. caducus","species","333036","","Eucricetodon caducus","species","333036","Late Oligocene","","28.4","23.03","57220","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307273","occ","","","53979","n. gen. Cricetops n. sp. dormitor","species","333031","","Cricetops dormitor","species","333031","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Cricetidae","Cricetops"
"1307274","occ","","","53979","n. gen. Selenomys n. sp. mimicus","species","333041","","Selenomys mimicus","species","333041","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Cricetidae","Selenomys"
"1307275","occ","","","53979","n. gen. Tataromys n. sp. plicidens","species","333042","","Tataromys plicidens","species","333042","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Ctenodactylidae","Tataromys"
"1307276","occ","","","53979","Tataromys n. sp. sigmodon","species","115795","","Tataromys sigmodon","species","115795","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Ctenodactylidae","Tataromys"
"1307277","occ","","","53979","n. gen. Karakoromys n. sp. decessus","species","54403","","Karakoromys decessus","species","54403","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Ctenodactylidae","Karakoromys"
"1307278","occ","","","53979","Prosciurus n. sp. lohiculus","species","50887","recombined as","Anomoemys lohiculus","species","50887","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Cylindrodontidae","Anomoemys"
"1307279","occ","","","53979","Eumys n. sp. asiaticus","species","333034","recombined as","Eucricetodon asiaticus","species","333034","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Rodentia","Cricetidae","Eucricetodon"
"1307280","occ","","","53979","n. gen. Desmatolagus n. sp. gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1307281","occ","","","53979","Desmatolagus n. sp. robustus","species","333043","","Desmatolagus robustus","species","333043","Early Oligocene","","33.9","28.4","57222","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1307282","occ","","","53979","n. gen. Tsaganomys n. sp. altaicus","species","98677","","Tsaganomys altaicus","species","98677","Early Oligocene","","33.9","28.4","57223","Chordata","Mammalia","Rodentia","Bathyergidae","Tsaganomys"
"1307283","occ","","","53979","n. gen. Cyclomylus n. sp. lohensis","species","333044","","Cyclomylus lohensis","species","333044","Early Oligocene","","33.9","28.4","57223","Chordata","Mammalia","Rodentia","Bathyergidae","Cyclomylus"
"1307284","occ","","","174907","Prohyracodon cf. meridionale","species","333045","","Prohyracodon meridionale","species","333045","Middle Eocene","","48.6","37.2","57224","Chordata","Mammalia","Perissodactyla","Hyracodontidae","Prohyracodon"
"1307341","occ","","","75601","n. gen. Ulaancricetodon n. sp. badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307342","occ","","","135806","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307343","occ","","","135791","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307344","occ","","","135794","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307345","occ","","","135802","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307346","occ","","","75595","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307347","occ","","","175168","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307348","occ","","","135793","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307349","occ","","","135792","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307350","occ","","","175169","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307351","occ","","","175170","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307352","occ","","","175171","Ulaancricetodon badamae","species","333087","","Ulaancricetodon badamae","species","333087","Early Oligocene","","33.9","28.4","57225","Chordata","Mammalia","Rodentia","Cricetidae","Ulaancricetodon"
"1307361","occ","","","175175","n. gen. Hannanomys n. sp. lini","species","333089","","Hannanomys lini","species","333089","Early Eocene","","55.8","48.6","57228","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Hannanomys"
"1307363","occ","","","175175","Rhombomylus cf. turpanensis","species","333090","","Rhombomylus turpanensis","species","333090","Early Eocene","","55.8","48.6","57228","Chordata","Mammalia","Glires","Eurymylidae","Rhombomylus"
"1307368","occ","","","175177","n. gen. Hohomys n. sp. lii","species","333095","","Hohomys lii","species","333095","Early Eocene","","55.8","48.6","57229","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Hohomys"
"1307371","occ","","","175179","Hyopsodus n. sp. fangxianensis","species","333098","","Hyopsodus fangxianensis","species","333098","Early Eocene","","55.8","48.6","57230","Chordata","Mammalia","Condylarthra","Hyopsodontidae","Hyopsodus"
"1307373","occ","","","174907","Miacis n. sp. boqinghensis","species","333099","","Miacis boqinghensis","species","333099","Middle Eocene","","48.6","37.2","57231","Chordata","Mammalia","Carnivora","Miacidae","Miacis"
"1307374","occ","","","77929","n. gen. Mesodmops n. sp. dawsonae","species","333100","","Mesodmops dawsonae","species","333100","Early Eocene","","55.8","48.6","57232","Chordata","Mammalia","Multituberculata","Neoplagiaulacidae","Mesodmops"
"1307375","occ","","","77929","n. gen. Auroratherium n. sp. sinense","species","136833","","Auroratherium sinense","species","136833","Early Eocene","","55.8","48.6","57233","Chordata","Mammalia","NO_ORDER_SPECIFIED","Epoicotheriidae","Auroratherium"
"1307376","occ","","","77929","n. gen. Lophocion n. sp. asiaticus","species","333101","","Lophocion asiaticus","species","333101","Early Eocene","","55.8","48.6","57234","Chordata","Mammalia","NO_ORDER_SPECIFIED","Phenacodontidae","Lophocion"
"1307377","occ","","","77929","n. gen. Ampholophus n. sp. luensis","species","333104","","Ampholophus luensis","species","333104","Early Eocene","","55.8","48.6","57235","Chordata","Mammalia","Perissodactyla","Lophialetidae","Ampholophus"
"1307378","occ","","","77929","n. gen. Asioplesiadapis n. sp. youngi","species","333107","","Asioplesiadapis youngi","species","333107","Early Eocene","","55.8","48.6","57236","Chordata","Mammalia","Primates","Plesiadapidae","Asioplesiadapis"
"1307510","occ","","","174745","n. gen. Eosischyromys n. sp. youngi","species","333237","","Eosischyromys youngi","species","333237","Middle Eocene","","48.6","37.2","57256","Chordata","Mammalia","Rodentia","Ischyromyidae","Eosischyromys"
"1307511","occ","","","174737","Eosischyromys youngi","species","333237","","Eosischyromys youngi","species","333237","Middle Eocene","","48.6","37.2","57256","Chordata","Mammalia","Rodentia","Ischyromyidae","Eosischyromys"
"1307513","occ","","","175226","Advenimus n. sp. ulungurensis","species","333239","","Advenimus ulungurensis","species","333239","Early Eocene","","55.8","48.6","57258","Chordata","Mammalia","Rodentia","NO_FAMILY_SPECIFIED","Advenimus"
"1307515","occ","","","61229","Brachyhyops n. sp. neimongolensis","species","333247","","Brachyhyops neimongolensis","species","333247","Middle Eocene","","48.6","37.2","57261","Chordata","Mammalia","Artiodactyla","Entelodontidae","Brachyhyops"
"1307516","occ","","","93596","n. gen. Proentelodon n. sp. minutus","species","333251","","Proentelodon minutus","species","333251","Middle Eocene","","48.6","37.2","57262","Chordata","Mammalia","Artiodactyla","Entelodontidae","Proentelodon"
"1307518","occ","","","174907","Eomoropus cf. minimus","species","58320","","Eomoropus minimus","species","58320","Middle Eocene","","48.6","37.2","57263","Chordata","Mammalia","Perissodactyla","Chalicotheriidae","Eomoropus"
"1307519","occ","","","175227","Eomoropus minimus","species","58320","","Eomoropus minimus","species","58320","Middle Eocene","","48.6","37.2","57263","Chordata","Mammalia","Perissodactyla","Chalicotheriidae","Eomoropus"
"1307520","occ","","","175227","Lunania n. sp. zhoui","species","333259","","Lunania zhoui","species","333259","Middle Eocene","","48.6","37.2","57263","Chordata","Mammalia","Embrithopoda","NO_FAMILY_SPECIFIED","Lunania"
"1307607","occ","","","175249","n. gen. Stenostylops n. sp. xiangensis","species","333262","","Stenostylops xiangensis","species","333262","Early Eocene","","55.8","48.6","57270","Chordata","Mammalia","NO_ORDER_SPECIFIED","Arctostylopidae","Stenostylops"
"1307608","occ","","","174907","Propterodon n. sp. tongi","species","333265","","Propterodon tongi","species","333265","Middle Eocene","","48.6","37.2","57271","Chordata","Mammalia","Hyaenodonta","Hyaenodontidae","Propterodon"
"1307609","occ","","","174907","Hyrachyus n. sp. tongi","species","333266","","Hyrachyus tongi","species","333266","Middle Eocene","","48.6","37.2","57272","Chordata","Mammalia","Perissodactyla","Hyrachyidae","Hyrachyus"
"1307611","occ","","","175250","Triplopus n. sp. jeminaiensis","species","333272","","Triplopus jeminaiensis","species","333272","Late Eocene","","37.2","33.9","57273","Chordata","Mammalia","Perissodactyla","Hyracodontidae","Triplopus"
"1307624","occ","","","175252","Eomyodon n. sp. dangheensis","species","333276","recombined as","Asianeomys dangheensis","species","333276","Late Oligocene","","28.4","23.03","57277","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
"1307626","occ","","","175253","Eomys n. sp. orientalis","species","333281","","Eomys orientalis","species","333281","Early Oligocene","","33.9","28.4","57279","Chordata","Mammalia","Rodentia","Eomyidae","Eomys"
"1307627","occ","","","175254","Pseudotheridomys n. sp. asiaticus","species","333274","recombined as","Asianeomys asiaticus","species","333274","Late Oligocene","","28.4","23.03","57279","Chordata","Mammalia","Rodentia","Eomyidae","Asianeomys"
